"Local Authority","School Type","Year Group","Year","Walk","Cycle","Scooter / Skate","Park & Stride","Driven","Bus","Taxi","Other"
"Scottish Borders","Primary","P5-P7",2013,1400,169,121,328,383,225,46,0
"Scottish Borders","Primary","P5-P7",2014,1390,94,110,315,352,225,35,0
"Scottish Borders","Secondary ","S1-S3",2008,1555.72,48.944,NA,164.312,230.736,1440.352,52.44,NA
"Scottish Borders","Secondary ","S1-S3",2009,1288.158,17.646,NA,79.407,188.224,1329.332,38.233,NA
"Scottish Borders","Secondary ","S1-S3",2010,1398.276,22.869,6.534,150.282,228.69,1411.344,52.272,0
"Scottish Borders","Secondary ","S1-S3",2011,1255,17,5,148,187,1211,45,0
"Scottish Borders","Secondary ","S1-S3",2012,1261,24,0,164,244,1355,39,0
"Scottish Borders","Secondary ","S1-S3",2013,1198,15,NA,123,215,1224,33,NA
"Scottish Borders","Secondary ","S1-S3",2014,1298,14,7,173,280,1321,36,0
"Scottish Borders","Secondary ","S4-S6",2008,1024.32,13.968,0,102.432,181.584,975.432,23.28,6.984
"Scottish Borders","Secondary ","S4-S6",2009,730.698,11.358,NA,56.79,164.691,904.854,22.716,NA
"Scottish Borders","Secondary ","S4-S6",2010,1059.829,17.213,9.836,98.36,231.146,995.895,49.18,0
"Scottish Borders","Secondary ","S4-S6",2011,945,14,NA,95,226,1044,33,NA
"Scottish Borders","Secondary ","S4-S6",2012,984,13,18,81,220,1039,33,0
"Scottish Borders","Secondary ","S4-S6",2013,804,15,NA,87,211,950,23,NA
"Scottish Borders","Secondary ","S4-S6",2014,813,8,9,74,222,955,9,0
"Scottish Borders","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Scottish Borders","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Primary","P1-P4",2008,173.958,24.222,7.34,10.276,243.688,270.112,5.138,0
"Shetland Islands","Primary","P1-P4",2009,168.214,10.026,NA,13.925,203.862,144.82,8.912,NA
"Shetland Islands","Primary","P1-P4",2010,125.028,24.84,0,11.178,182.16,60.858,9.936,0
"Shetland Islands","Primary","P1-P4",2011,200,27,NA,NA,229,197,21,10
"Shetland Islands","Primary","P1-P4",2012,173,25,NA,10,258,142,26,NA
"Shetland Islands","Primary","P1-P4",2013,184,16,NA,18,250,213,7,NA
"Shetland Islands","Primary","P1-P4",2014,148,16,NA,7,244,138,24,NA
"Shetland Islands","Primary","P5-P7",2008,202.86,35.91,NA,13.86,161.28,202.86,8.19,NA
"Shetland Islands","Primary","P5-P7",2009,150.165,11.844,NA,21.15,112.941,112.941,5.922,NA
"Shetland Islands","Primary","P5-P7",2010,162,18.9,NA,18.9,142.2,99.9,7.2,NA
"Shetland Islands","Primary","P5-P7",2011,136,25,NA,25,143,107,13,NA
"Shetland Islands","Primary","P5-P7",2012,162,17,5,26,140,94,15,0
"Shetland Islands","Primary","P5-P7",2013,167,26,NA,10,136,156,6,NA
"Shetland Islands","Primary","P5-P7",2014,126,23,6,NA,161,73,20,NA
"Shetland Islands","Secondary ","S1-S3",2008,80.028,6.916,0,4.94,65.208,329.992,6.916,0
"Shetland Islands","Secondary ","S1-S3",2009,73.99,NA,0,6.86,92.12,301.84,10.78,NA
"Shetland Islands","Secondary ","S1-S3",2010,60.984,10.164,0,6.171,46.827,238.128,NA,NA
"Shetland Islands","Secondary ","S1-S3",2011,142,15,NA,21,105,457,7,NA
"Shetland Islands","Secondary ","S1-S3",2012,66,NA,0,16,77,284,NA,NA
"Shetland Islands","Secondary ","S1-S3",2013,106,NA,0,19,79,330,NA,NA
"Shetland Islands","Secondary ","S1-S3",2014,63,NA,0,18,102,332,NA,NA
"Shetland Islands","Secondary ","S4-S6",2008,32.064,NA,0,12.096,33.984,109.056,0,NA
"Shetland Islands","Secondary ","S4-S6",2009,26.989,NA,0,NA,26.004,138.097,NA,0
"Shetland Islands","Secondary ","S4-S6",2010,57.936,NA,0,NA,42.032,172.956,NA,NA
"Shetland Islands","Secondary ","S4-S6",2011,87,NA,NA,5,76,277,10,8
"Shetland Islands","Secondary ","S4-S6",2012,96,0,NA,5,80,243,NA,10
"Shetland Islands","Secondary ","S4-S6",2013,102,NA,NA,9,67,279,5,NA
"Shetland Islands","Secondary ","S4-S6",2014,111,0,0,6,82,302,NA,NA
"Shetland Islands","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P1-P4",2009,NA,0,0,0,NA,NA,12,0
"Shetland Islands","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Shetland Islands","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Primary","P1-P4",2008,457.56,50.22,26.784,208.692,313.596,39.06,12.276,6.696
"South Ayrshire","Primary","P1-P4",2009,362.23,27.59,6.23,37.38,331.08,82.77,23.14,19.58
"South Ayrshire","Primary","P1-P4",2010,386.155,55.165,24.31,126.225,289.85,30.855,23.375,0
"South Ayrshire","Primary","P1-P4",2011,485,35,19,169,354,56,22,0
"South Ayrshire","Primary","P1-P4",2012,622,60,31,119,498,67,NA,NA
"South Ayrshire","Primary","P1-P4",2013,449,83,26,70,273,47,52,0
"South Ayrshire","Primary","P1-P4",2014,1136,120,160,306,840,128,NA,NA
"South Ayrshire","Primary","P5-P7",2008,438.416,53.424,22.896,101.76,185.712,35.616,NA,NA
"South Ayrshire","Primary","P5-P7",2009,320.1,21.12,NA,31.02,186.78,81.84,17.16,NA
"South Ayrshire","Primary","P5-P7",2010,300.82,27.716,NA,83.148,200.096,43.94,12.844,NA
"South Ayrshire","Primary","P5-P7",2011,425,52,NA,94,161,37,16,NA
"South Ayrshire","Primary","P5-P7",2012,496,52,8,143,272,42,19,0
"South Ayrshire","Primary","P5-P7",2013,363,59,NA,42,124,30,28,NA
"South Ayrshire","Primary","P5-P7",2014,916,182,107,284,408,70,NA,NA
"South Ayrshire","Secondary ","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Secondary ","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Secondary ","S1-S3",2010,133.17,15.826,NA,69.094,62.918,91.868,10.036,NA
"South Ayrshire","Secondary ","S1-S3",2011,150,5,0,41,67,117,NA,NA
"South Ayrshire","Secondary ","S1-S3",2012,403,5,NA,50,99,181,11,NA
"South Ayrshire","Secondary ","S1-S3",2013,386,13,NA,77,197,491,19,NA
"South Ayrshire","Secondary ","S1-S3",2014,726,10,NA,131,176,378,28,NA
"South Ayrshire","Secondary ","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Secondary ","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Secondary ","S4-S6",2010,105.932,NA,0,47.996,71,51.12,NA,0
"South Ayrshire","Secondary ","S4-S6",2011,49,6,0,NA,48,23,0,NA
"South Ayrshire","Secondary ","S4-S6",2012,88,NA,16,62,45,35,NA,0
"South Ayrshire","Secondary ","S4-S6",2013,283,5,NA,42,176,372,21,NA
"South Ayrshire","Secondary ","S4-S6",2014,533,NA,NA,92,216,226,12,6
"South Ayrshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Ayrshire","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","Primary","P1-P4",2008,3567.606,138.054,101.724,406.896,2397.78,457.758,159.852,29.064
"South Lanarkshire","Primary","P1-P4",2009,3835.26,111.54,51.48,729.3,2942.94,694.98,205.92,8.58
"South Lanarkshire","Primary","P1-P4",2010,4238.205,175.374,58.458,1013.272,3390.564,623.552,233.832,19.486
"South Lanarkshire","Primary","P1-P4",2011,4835,179,110,1093,3578,878,223,16
"South Lanarkshire","Primary","P1-P4",2012,4300,235,138,967,3404,1115,216,11
"South Lanarkshire","Primary","P1-P4",2013,4669,350,480,957,3117,920,234,13
"South Lanarkshire","Primary","P1-P4",2014,4278,349,450,912,2994,953,198,8
"South Lanarkshire","Primary","P5-P7",2008,3164.266,165.938,NA,371.93,1419.056,446.316,125.884,NA
"South Lanarkshire","Primary","P5-P7",2009,3088.64,103.36,18.24,620.16,1586.88,553.28,103.36,18.24
"South Lanarkshire","Primary","P5-P7",2010,3321.344,186.368,13.312,785.408,1797.12,412.672,113.152,26.624
"South Lanarkshire","Primary","P5-P7",2011,3539,156,30,936,1704,688,128,14
"South Lanarkshire","Primary","P5-P7",2012,3353,170,60,807,1636,755,140,5
"South Lanarkshire","Primary","P5-P7",2013,3316,222,230,751,1538,562,135,5
"South Lanarkshire","Primary","P5-P7",2014,3233,253,183,708,1561,621,NA,NA
"South Lanarkshire","Secondary ","S1-S3",2008,170.04,0,0,13.08,14.824,221.052,17.004,0
"South Lanarkshire","Secondary ","S1-S3",2009,2247.825,5.289,10.578,539.478,735.171,1629.012,74.046,47.601
"South Lanarkshire","Secondary ","S1-S3",2010,2678.214,6.171,NA,456.654,907.137,1956.207,111.078,NA
"South Lanarkshire","Secondary ","S1-S3",2011,2763,NA,NA,454,1043,1923,130,62
"South Lanarkshire","Secondary ","S1-S3",2012,2115,NA,NA,355,893,1703,60,46
"South Lanarkshire","Secondary ","S1-S3",2013,2958,19,10,489,918,2269,94,73
"South Lanarkshire","Secondary ","S1-S3",2014,2979,NA,NA,550,836,1840,99,84
"South Lanarkshire","Secondary ","S4-S6",2008,133.952,0,NA,10.948,15.134,154.882,5.152,NA
"South Lanarkshire","Secondary ","S4-S6",2009,1605.12,7.04,7.04,242.88,619.52,960.96,42.24,31.68
"South Lanarkshire","Secondary ","S4-S6",2010,1567.4,NA,NA,236.032,612.208,1165.408,55.32,36.88
"South Lanarkshire","Secondary ","S4-S6",2011,1855,NA,NA,260,780,1463,68,74
"South Lanarkshire","Secondary ","S4-S6",2012,1552,14,26,234,754,1221,42,83
"South Lanarkshire","Secondary ","S4-S6",2013,2058,21,18,305,813,1722,94,73
"South Lanarkshire","Secondary ","S4-S6",2014,2337,11,15,307,801,1443,77,64
"South Lanarkshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P1-P4",2011,0,0,0,0,0,0,26,0
"South Lanarkshire","SEN","P1-P4",2012,0,0,0,0,0,16,42,0
"South Lanarkshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P1-P4",2014,NA,0,0,0,0,0,37,NA
"South Lanarkshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","S1-S3",2009,0,0,0,0,NA,36.984,6.992,NA
"South Lanarkshire","SEN","S1-S3",2010,NA,0,0,0,NA,38.994,25.996,0
"South Lanarkshire","SEN","S1-S3",2011,NA,0,0,0,5,30,7,NA
"South Lanarkshire","SEN","S1-S3",2012,NA,0,0,0,NA,29,13,0
"South Lanarkshire","SEN","S1-S3",2013,0,0,0,0,NA,32,15,NA
"South Lanarkshire","SEN","S1-S3",2014,0,0,0,0,0,42,14,0
"South Lanarkshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"South Lanarkshire","SEN","S4-S6",2009,0,NA,0,0,NA,32.981,7.009,0
"South Lanarkshire","SEN","S4-S6",2010,0,0,0,0,5.976,31.968,33.984,0
"South Lanarkshire","SEN","S4-S6",2011,NA,0,0,0,NA,35,25,0
"South Lanarkshire","SEN","S4-S6",2012,NA,0,0,0,NA,33,24,0
"South Lanarkshire","SEN","S4-S6",2013,NA,NA,0,0,NA,30,9,0
"South Lanarkshire","SEN","S4-S6",2014,NA,0,0,0,NA,24,9,0
"South Lanarkshire","Independent","P1-P4",2008,NA,NA,NA,NA,130.08,23.04,NA,0
"South Lanarkshire","Independent","P1-P4",2009,18.02,0,0,NA,128.01,22.95,0,NA
"South Lanarkshire","Independent","P1-P4",2010,NA,0,0,NA,100.016,7.056,0,0
"South Lanarkshire","Independent","P1-P4",2011,NA,0,0,13,118,23,0,NA
"South Lanarkshire","Independent","P1-P4",2012,NA,0,0,NA,123,17,NA,NA
"South Lanarkshire","Independent","P1-P4",2013,NA,NA,0,NA,81,NA,NA,0
"South Lanarkshire","Independent","P1-P4",2014,NA,0,0,NA,128,10,NA,0
