"Local Authority","School Type","Year Group","Year","Walk","Cycle","Scooter / Skate","Park & Stride","Driven","Bus","Taxi","Other"
"East Ayrshire","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Ayrshire","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Primary","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Primary","P1-P4",2009,1805.96,90.298,31.408,475.046,1130.688,310.154,66.742,15.704
"East Dunbartonshire","Primary","P1-P4",2010,1702.449,130.662,99.918,480.375,1137.528,226.737,57.645,11.529
"East Dunbartonshire","Primary","P1-P4",2011,327,28,NA,73,247,36,5,NA
"East Dunbartonshire","Primary","P1-P4",2012,1522,106,77,615,1163,251,21,11
"East Dunbartonshire","Primary","P1-P4",2013,1357,91,121,502,1011,198,NA,NA
"East Dunbartonshire","Primary","P1-P4",2014,1519,151,166,478,1066,247,32,0
"East Dunbartonshire","Primary","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Primary","P5-P7",2009,1512.042,61.299,0,399.903,662.613,253.953,26.271,5.838
"East Dunbartonshire","Primary","P5-P7",2010,1374.484,175.644,8.364,434.928,591.056,164.492,22.304,19.516
"East Dunbartonshire","Primary","P5-P7",2011,248,24,NA,50,131,51,NA,0
"East Dunbartonshire","Primary","P5-P7",2012,1300,119,31,398,540,208,NA,NA
"East Dunbartonshire","Primary","P5-P7",2013,1120,65,56,377,485,152,NA,NA
"East Dunbartonshire","Primary","P5-P7",2014,1294,82,47,296,564,173,16,0
"East Dunbartonshire","Secondary ","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Secondary ","S1-S3",2009,840.02,22.516,NA,143.756,296.172,379.308,31.176,NA
"East Dunbartonshire","Secondary ","S1-S3",2010,836.238,NA,NA,164.892,447.564,435.786,29.445,33.371
"East Dunbartonshire","Secondary ","S1-S3",2011,817,15,NA,93,585,250,16,NA
"East Dunbartonshire","Secondary ","S1-S3",2012,984,NA,NA,180,539,363,33,38
"East Dunbartonshire","Secondary ","S1-S3",2013,995,NA,NA,217,501,407,21,54
"East Dunbartonshire","Secondary ","S1-S3",2014,878,22,10,158,508,375,20,43
"East Dunbartonshire","Secondary ","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Secondary ","S4-S6",2009,581.63,NA,NA,66.472,210.099,289.628,15.431,13.057
"East Dunbartonshire","Secondary ","S4-S6",2010,576.275,6.475,5.18,98.42,299.145,270.655,23.31,15.54
"East Dunbartonshire","Secondary ","S4-S6",2011,244,NA,NA,30,283,151,6,NA
"East Dunbartonshire","Secondary ","S4-S6",2012,755,5,7,121,483,256,26,24
"East Dunbartonshire","Secondary ","S4-S6",2013,890,7,7,125,442,270,16,24
"East Dunbartonshire","Secondary ","S4-S6",2014,528,8,10,69,382,271,14,9
"East Dunbartonshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P1-P4",2014,0,NA,0,0,NA,0,29,0
"East Dunbartonshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","P5-P7",2014,NA,0,0,0,0,0,25,NA
"East Dunbartonshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S1-S3",2014,NA,0,0,0,NA,0,25.98,0
"East Dunbartonshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Dunbartonshire","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P1-P4",2014,1215,340,325,376,360,69,NA,NA
"East Lothian","Primary","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Primary","P5-P7",2014,853,251,235,210,129,44,NA,NA
"East Lothian","Secondary ","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S1-S3",2014,612,5,NA,23,47,215,40,NA
"East Lothian","Secondary ","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Secondary ","S4-S6",2014,407,NA,NA,17,46,160,5,NA
"East Lothian","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Lothian","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Primary","P1-P4",2008,1554.861,67.056,50.292,691.515,1580.007,192.786,29.337,25.146
"East Renfrewshire","Primary","P1-P4",2009,1386.84,53.34,19.05,419.1,1558.29,312.42,26.67,34.29
"East Renfrewshire","Primary","P1-P4",2010,1496.358,97.221,50.724,617.142,1631.622,295.89,NA,NA
"East Renfrewshire","Primary","P1-P4",2011,1557,113,47,525,1596,242,NA,NA
"East Renfrewshire","Primary","P1-P4",2012,1405,118,106,712,1558,265,NA,NA
"East Renfrewshire","Primary","P1-P4",2013,1378,173,209,551,1606,243,24,0
"East Renfrewshire","Primary","P1-P4",2014,1532,175,174,658,1694,243,NA,NA
"East Renfrewshire","Primary","P5-P7",2008,1375.785,78.131,6.794,499.359,1178.759,210.614,30.573,16.985
"East Renfrewshire","Primary","P5-P7",2009,1203.498,55.404,NA,520.182,994.194,280.098,21.546,NA
"East Renfrewshire","Primary","P5-P7",2010,1200.995,95.84,5.99,482.195,943.425,227.62,32.945,5.99
"East Renfrewshire","Primary","P5-P7",2011,1276,68,18,502,982,201,17,5
"East Renfrewshire","Primary","P5-P7",2012,1349,95,19,466,1005,247,18,6
"East Renfrewshire","Primary","P5-P7",2013,1288,151,56,550,905,181,15,10
"East Renfrewshire","Primary","P5-P7",2014,1327,166,51,509,1013,190,22,10
"East Renfrewshire","Secondary ","S1-S3",2008,979.884,17.724,0,240.54,769.728,460.824,15.192,45.576
"East Renfrewshire","Secondary ","S1-S3",2009,568.217,NA,NA,90.688,426.517,313.157,11.336,5.668
"East Renfrewshire","Secondary ","S1-S3",2010,822.4,16.448,0,154.2,567.456,464.656,20.56,8.224
"East Renfrewshire","Secondary ","S1-S3",2011,907,NA,NA,107,714,621,14,34
"East Renfrewshire","Secondary ","S1-S3",2012,1001,NA,NA,167,748,445,14,167
"East Renfrewshire","Secondary ","S1-S3",2013,582,8,14,98,552,355,19,87
"East Renfrewshire","Secondary ","S1-S3",2014,1088,13,NA,238,671,630,NA,30
"East Renfrewshire","Secondary ","S4-S6",2008,690.704,NA,NA,121.578,553.268,324.208,17.62,45.812
"East Renfrewshire","Secondary ","S4-S6",2009,392.094,NA,NA,39.114,316.728,186.984,NA,7.632
"East Renfrewshire","Secondary ","S4-S6",2010,552.942,7.956,NA,76.908,364.65,304.98,NA,13.26
"East Renfrewshire","Secondary ","S4-S6",2011,456,5,0,43,367,226,5,18
"East Renfrewshire","Secondary ","S4-S6",2012,680,NA,NA,70,506,300,11,122
"East Renfrewshire","Secondary ","S4-S6",2013,361,1,4,38,389,237,10,41
"East Renfrewshire","Secondary ","S4-S6",2014,813,8,15,102,580,376,11,12
"East Renfrewshire","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","SEN","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2009,NA,0,0,NA,49.989,NA,NA,0
"East Renfrewshire","Independent","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P1-P4",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","P5-P7",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2009,8.034,0,0,8.034,43.992,18.018,0,0
"East Renfrewshire","Independent","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S1-S3",2014,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2008,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2009,NA,0,0,0,38.025,23.01,NA,NA
"East Renfrewshire","Independent","S4-S6",2010,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2011,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2012,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2013,NA,NA,NA,NA,NA,NA,NA,NA
"East Renfrewshire","Independent","S4-S6",2014,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","Primary","P1-P4",2008,2596.328,214.837,159.985,287.973,1028.475,237.692,NA,NA
"Edinburgh City","Primary","P1-P4",2009,1901.214,175.338,106.578,123.768,1041.714,68.76,NA,NA
"Edinburgh City","Primary","P1-P4",2010,3941.509,380.754,282.04,423.06,1755.699,211.53,NA,NA
"Edinburgh City","Primary","P1-P4",2011,4259,437,398,541,1692,182,83,9
"Edinburgh City","Primary","P1-P4",2012,4556,480,556,651,1856,228,52,14
"Edinburgh City","Primary","P1-P4",2013,5285,681,1020,654,2054,289,55,17
"Edinburgh City","Primary","P1-P4",2014,6283,820,1124,1119,2522,424,85,33
"Edinburgh City","Primary","P5-P7",2008,2151.38,162.624,40.656,186.34,626.78,196.504,13.552,6.776
"Edinburgh City","Primary","P5-P7",2009,1444.17,152.145,16.905,96.6,608.58,82.11,NA,NA
"Edinburgh City","Primary","P5-P7",2010,2954.487,334.11,81.141,343.656,844.821,176.601,NA,NA
"Edinburgh City","Primary","P5-P7",2011,2982,305,125,393,766,150,NA,NA
"Edinburgh City","Primary","P5-P7",2012,3404,207,202,442,869,221,35,14
"Edinburgh City","Primary","P5-P7",2013,3658,332,306,404,980,244,NA,NA
"Edinburgh City","Primary","P5-P7",2014,4261,439,430,666,1215,317,39,28
"Edinburgh City","Secondary ","S1-S3",2008,1488.042,54.15,NA,82.308,168.948,348.726,10.83,NA
"Edinburgh City","Secondary ","S1-S3",2009,524.749,25.732,NA,13.785,92.819,248.13,4.595,NA
"Edinburgh City","Secondary ","S1-S3",2010,1034.838,50.568,NA,86.688,146.286,476.784,7.224,NA
"Edinburgh City","Secondary ","S1-S3",2011,552,24,9,36,109,437,12,12
"Edinburgh City","Secondary ","S1-S3",2012,1624,51,7,91,266,973,7,12
"Edinburgh City","Secondary ","S1-S3",2013,1660,44,NA,93,259,728,14,NA
"Edinburgh City","Secondary ","S1-S3",2014,1977,42,NA,108,276,877,14,NA
"Edinburgh City","Secondary ","S4-S6",2008,961.17,27.86,0,23.681,143.479,225.666,5.572,5.572
"Edinburgh City","Secondary ","S4-S6",2009,468.141,4.902,NA,10.621,84.968,245.917,0,NA
"Edinburgh City","Secondary ","S4-S6",2010,817.101,24.327,NA,57.24,113.049,393.525,NA,15.741
"Edinburgh City","Secondary ","S4-S6",2011,515,23,5,37,103,363,8,11
"Edinburgh City","Secondary ","S4-S6",2012,957,27,5,50,208,713,15,95
"Edinburgh City","Secondary ","S4-S6",2013,1237,44,7,47,173,551,6,5
"Edinburgh City","Secondary ","S4-S6",2014,1542,34,8,46,282,804,8,78
"Edinburgh City","SEN","P1-P4",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P1-P4",2014,NA,0,0,0,NA,0,19,0
"Edinburgh City","SEN","P5-P7",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2012,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2013,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","P5-P7",2014,NA,0,0,0,0,0,14,NA
"Edinburgh City","SEN","S1-S3",2008,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","S1-S3",2009,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","S1-S3",2010,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","S1-S3",2011,NA,NA,NA,NA,NA,NA,NA,NA
"Edinburgh City","SEN","S1-S3",2012,NA,NA,NA,NA,NA,NA,NA,NA
